source_x,source_y,reference_x,reference_y,confidence,prior_residual_px,final_residual_px
653.0,572.0,653.62787,571.9347,0.46976137,0.9337907200162218,0.37395691023943406
878.0,52.0,877.825,51.259098,0.97832817,0.9340421177644535,1.2009570819026603
894.0,56.0,895.01,56.00654,0.902799,0.9403528132128809,0.4902243437249291
740.0,144.0,739.04144,144.65791,0.2405641,0.9524354690523293,1.3615746580365509
854.0,780.0,854.35925,779.06854,0.81531185,0.9628250992383243,1.4922796380087195
870.0,76.0,870.4463,77.0478,0.4367725,0.9775125414641161,0.8304351146570252
910.0,80.0,911.0075,79.748375,0.7921855,0.987560379915659,0.6431757900208199
469.0,340.0,468.92752,340.8806,0.2278762,0.9938247228390816,1.0212052540873602
894.0,64.0,893.1018,64.326065,0.6582696,0.9949301052906383,1.4849331954443319
916.0,88.0,917.05743,87.789276,0.5855059,1.0076558543760987,0.6382239329439653
854.0,64.0,853.56024,63.258106,0.78713924,1.009566390260629,1.3269486780441848
900.0,72.0,899.915,73.161606,0.34719196,1.0161515105635786,1.138159949557775
469.0,340.0,469.2596,339.50018,0.9160161,1.0277281488315948,0.5999986596265551
908.0,92.0,908.83124,92.89327,0.22905615,1.0328848423143038,0.6537144875169656
876.0,76.0,876.9022,76.760796,0.7418104,1.040991864323564,0.6372802253475983
900.0,60.0,899.6868,59.199833,0.91626155,1.0465187122561024,1.3889941927580993
892.0,52.0,891.7452,53.158047,0.33795324,1.047398987958599,1.2376321383450009
589.0,260.0,589.3047,260.8399,0.278745,1.0474382992111908,0.9139671880205305
916.0,160.0,916.6422,159.21284,0.34403968,1.0636474107904763,1.092598118551803
894.0,48.0,894.8273,47.405003,0.6862166,1.0650632319561615,0.8712353871655827
908.0,76.0,909.10614,75.781265,0.8310736,1.0693072054150228,0.6839047515110792
868.0,52.0,868.8843,51.49822,0.8875683,1.0744359424621246,0.8010638801603173
934.0,104.0,934.3794,103.10656,0.3361698,1.0748812777350862,1.239024919413594
537.0,420.0,536.48914,418.94992,0.22031468,1.0825862990993516,1.1377690858998164
876.0,52.0,876.71295,51.286495,0.96036553,1.0976064507919094,0.9502244356820677
934.0,100.0,933.4409,101.01651,0.47886997,1.1136546116954453,1.4424233295917415
876.0,48.0,875.73474,47.09573,0.96676934,1.1154856852818344,1.3792189711658784
854.0,764.0,855.0534,764.442,0.62140566,1.1215353346302608,0.1662429582967722
624.0,236.0,622.97644,236.99359,0.25701427,1.1228383642576942,1.4783845931391237
934.0,108.0,933.9091,107.05139,0.3090443,1.1302459701593246,1.4822704391501595
844.0,792.0,844.6943,792.916,0.36529946,1.1638026366290997,0.49842688063114704
910.0,196.0,911.0965,196.76573,0.37013078,1.171342698574143,0.6070579514219765
900.0,60.0,901.2313,59.787514,0.98618615,1.199038477106218,0.7861497096175154
648.0,572.0,648.54767,572.84924,0.35993266,1.2042302312434687,0.7320023826366941
894.0,52.0,893.04895,52.80507,0.5388259,1.2157161449982534,1.6297353968531276
740.0,148.0,741.0521,148.08081,0.56024873,1.221730352738035,0.7660703414295064
910.0,80.0,911.16626,80.78784,0.2724435,1.2286975230801982,0.7468630216883009
774.0,800.0,774.6378,798.9687,0.5930991,1.2354357830677327,1.412575948251304
846.0,76.0,847.25775,76.16175,0.92815703,1.2534161843036904,0.7748537345871772
852.0,780.0,852.886,779.0579,0.8889616,1.2542927844058611,1.4005543660484634
902.0,72.0,901.7258,73.37693,0.5328931,1.2707786359559918,1.4251691645776654
433.0,636.0,431.89243,637.1594,0.4067829,1.2733744366910837,1.5667378679662163
894.0,60.0,895.21204,59.566666,0.76918787,1.2770325266283353,0.9244627815110461
926.0,100.0,927.22205,100.84537,0.3032284,1.2852906466126626,0.7757665775733809
908.0,80.0,909.2095,79.46279,0.7293757,1.304755362050238,0.9937530129892495
910.0,88.0,911.276,88.77442,0.5062226,1.3187318300474167,0.8156021287440212
846.0,80.0,847.1898,79.55425,0.9742565,1.328152781279864,0.9532002801101979
892.0,60.0,893.36694,59.822834,0.61574167,1.3314085438635406,0.8931944724619173
774.0,796.0,774.7769,796.9652,0.2204136,1.3321841314055725,0.5904921487069824
718.0,164.0,716.99225,163.04626,0.66167,1.3390654409234692,1.6276000282713512
908.0,72.0,908.90137,73.241104,0.42307606,1.340202760817334,1.0171784440517246
541.0,760.0,541.46356,760.91046,0.22889647,1.3523063247823395,0.8548548786677813
894.0,52.0,895.38544,51.798668,0.82922566,1.3532012239307696,0.9206230003296187
656.0,204.0,655.31445,205.41614,0.9893633,1.3689322431124138,1.6086700417322695
852.0,764.0,852.9431,765.00867,0.4856038,1.3775961702499744,0.5592489568596207
862.0,60.0,860.94,59.317818,0.99072057,1.3778710676439325,1.805062719644749
924.0,100.0,924.9801,101.24599,0.24659431,1.3796938014184255,1.002873188974731
766.0,800.0,766.8811,800.9243,0.5187451,1.3846184511465685,0.5805438705867012
854.0,80.0,855.3763,80.55493,0.37239817,1.4165241404028532,0.9396888068440665
732.0,148.0,732.6185,146.95267,0.44000363,1.4183342023056844,1.1937939938064246
878.0,44.0,878.4114,42.791206,0.5220325,1.4199091739549674,1.434040415456966
924.0,92.0,924.66174,93.481766,0.7301622,1.4247257653551204,1.1930729262202444
734.0,148.0,734.4237,146.8024,0.21463673,1.4521497079340033,1.3025717847159786
846.0,780.0,847.3564,779.3207,0.35331932,1.4878371771552967,1.2277949819258558
860.0,60.0,858.6461,59.604626,0.9844242,1.4884547988902712,1.9545320625330944
908.0,196.0,907.41064,197.45929,0.3265729,1.5014322249333154,1.7206738683442204
844.0,80.0,845.35596,79.481804,0.9344895,1.5120002468313292,1.1283138554129206
576.0,468.0,576.0512,469.4571,0.20415723,1.5121735999826769,1.4222034150055225
742.0,148.0,743.1175,148.93506,0.45998582,1.517584753289624,1.171336634508109
870.0,52.0,871.4234,51.521873,0.8373114,1.5217001174323876,1.13468712265892
918.0,96.0,917.6111,97.60178,0.30978304,1.5329472317128177,1.6824037793313975
473.0,340.0,473.80524,339.4267,0.43219444,1.5401046228238493,1.1042684657065063
854.0,68.0,855.04865,66.97569,0.35387135,1.5683206069352962,1.3442216660229436
862.0,68.0,860.6089,68.82454,0.676453,1.570113273177577,2.0025908044143237
892.0,40.0,892.0517,38.594448,0.8745632,1.574374502991786,1.7184239047435492
884.0,52.0,882.6491,51.434383,0.2605142,1.5944284396082946,2.0653700053410686
616.0,468.0,616.33734,466.58594,0.21342695,1.605202605212803,1.5019954857327615
894.0,40.0,893.0789,38.900894,0.9232308,1.6171486555714847,2.0023525582941857
870.0,56.0,871.4011,55.249676,0.95934945,1.6357413988002591,1.3028821743138825
852.0,76.0,853.6227,76.49908,0.39332864,1.6448265740894512,1.1640843518375608
902.0,80.0,903.4678,81.08012,0.78385025,1.6515039048218019,1.18592296494582
742.0,148.0,743.02466,149.28267,0.52071756,1.6606539471573565,1.387426219189543
900.0,68.0,899.6386,69.77473,0.45956028,1.6753313479893628,1.8000257927780945
718.0,164.0,716.79254,162.72533,0.33523417,1.7159641000984214,1.9897012536885617
902.0,68.0,902.1063,69.888824,0.81910175,1.7263875487192182,1.7078381915183942
926.0,92.0,927.41077,93.37914,0.609566,1.7642546462283004,1.3152844747632044
645.0,212.0,643.75555,213.61584,0.7389848,1.77544092034054,2.0928390117090703
629.0,236.0,627.1952,237.10913,0.2119729,1.7765016849864241,2.1875242147512965
886.0,72.0,887.5605,71.15264,0.8560977,1.798641367185842,1.4692825606045041
900.0,80.0,901.6256,81.11525,0.41698384,1.805993182613616,1.331723370658718
852.0,80.0,853.79596,80.45311,0.66704714,1.8065671805964196,1.3204044853039183
772.0,800.0,773.6567,799.5401,0.5703568,1.8083486035377054,1.2525101554143445
868.0,56.0,868.3291,54.37503,0.58283603,1.8100398675782445,1.8478979427676243
870.0,72.0,871.2256,73.52901,0.817468,1.8100522648303252,1.4790917968172819
862.0,56.0,862.6828,54.449627,0.5004256,1.8317432794685744,1.7651593762521134
908.0,88.0,909.5221,89.332504,0.47980464,1.839172721331522,1.3882704024863652
700.0,172.0,700.6728,170.5112,0.46324593,1.8415159377844392,1.6229893750038742
768.0,800.0,769.1575,801.30444,0.36126202,1.8470318034914097,1.0324175088497163
433.0,640.0,433.72748,641.2217,0.32069835,1.87550363593894,1.5413857625470422
892.0,52.0,893.96594,52.160057,0.7524228,1.8862817635335363,1.3948365500674298
900.0,64.0,900.87,65.88651,0.7421761,1.8902627240382286,1.6573633172148505
892.0,48.0,890.2586,48.730236,0.3752846,1.9062349205784852,2.3645023492423487
766.0,796.0,766.21313,797.839,0.30873853,1.9063570655151858,1.5521629090113083
894.0,64.0,895.86005,63.449673,0.6598085,1.9145265665049045,1.503116180318146
916.0,96.0,915.3983,97.93156,0.37209606,1.9159548782036164,2.072417388594725
902.0,64.0,902.93823,65.90325,0.9175312,1.9327258876236468,1.6832165050740826
878.0,44.0,878.7797,42.36093,0.9698039,1.9446230884506486,1.8744914258670298
688.0,180.0,689.27374,178.87914,0.22551325,1.9620885309344183,1.6016149392577406
868.0,56.0,869.4527,54.795452,0.95836186,1.965260869827632,1.6957997635316624
892.0,64.0,894.07666,63.86519,0.84898895,2.0187360043930056,1.5434929180284471
886.0,72.0,888.0264,71.50021,0.68106896,2.0643973901638857,1.6320679826734932
884.0,76.0,885.0745,74.321976,0.29220533,2.094703905935397,1.9816982537076862
846.0,84.0,847.1189,82.371445,0.5699562,2.100762596334261,1.9327840339349516
441.0,636.0,442.36932,635.3794,0.232379,2.1041707079876604,1.5841181572140035
886.0,76.0,887.63806,74.75227,0.33873913,2.10615090699272,1.829733653436112
892.0,72.0,894.1144,72.91265,0.41748652,2.1689327594314616,1.668965777129936
700.0,176.0,700.8777,174.24884,0.8272305,2.170392780099185,1.9372863559198241
924.0,96.0,925.51697,97.862915,0.31524077,2.195977191810939,1.7864329327292872
894.0,68.0,896.3089,68.61291,0.6324482,2.270890650957857,1.7607111176181554
902.0,192.0,901.5896,194.38307,0.39567345,2.309393410192547,2.3481555242748753
844.0,84.0,845.9312,82.86854,0.49270624,2.3178173769122434,1.9641949818022733
942.0,120.0,943.4597,122.0768,0.2736338,2.3193582776422756,1.9056590589486915
868.0,52.0,869.92236,50.710625,0.3645328,2.377386166920991,2.054358982524104
553.0,756.0,554.79535,756.77606,0.61437845,2.406491516329153,1.7193330088344803
892.0,48.0,894.40656,47.462597,0.5386964,2.4311127553000444,1.9921102107502202
902.0,84.0,904.2074,85.63358,0.28206605,2.5750315245771516,2.103215877757233
908.0,84.0,910.50684,85.14481,0.710499,2.594680073223938,2.0742021855531396
653.0,572.0,655.36725,572.0707,0.615115,2.6712345997068896,2.0399466359040175
892.0,68.0,894.6435,68.97673,0.94089764,2.690027177845395,2.1875374278242203
568.0,580.0,569.7744,578.4226,0.27483326,2.718248877372096,2.3165855196677607
870.0,76.0,872.20337,77.91706,0.6107595,2.7859034500769577,2.3763938674008505
784.0,140.0,785.65204,142.30493,0.50042844,2.7897210257251848,2.5026725950468744
868.0,72.0,869.8898,74.4472,0.42776945,2.942996856135382,2.6102302124128007
